municipality_code,population,population_growth,avg_net_salary,nb_second_home,vacants_housing_rate,nb_tot_housing,nb_vacants_housing,rental_max_all,rental_min_all,rental_med_all,rental_max_house,rental_min_house,rental_med_house,rental_max_apartment,rental_min_apartment,establishments_importance,sites_importance,n_sales,total_amount,avg_price_m2,med_size_m2,n_house,total_amount_house,house_avg_price_m2,house_med_size_m2,n_appartement,total_amount_appartement,appartement_avg_price_m2,appartement_med_size_m2
92002,62760.0,-0.1559069649050282,42767.95270635233,485,0.05742863947198312,29393,1688,32.95,15.13,21.31,31.69,17.7,23.67,33.56,13.86,0.23124102018461828,0.5975091168724983,836.0,393276053.7,6039.224880382775,71.0051532610074,307.0,213781105.0,6854.061889250815,105.0,529.0,179494948.7,5566.342155009452,63.0012936610608
92004,87143.0,1.3927349731226668,40607.09858013809,1263,0.0985970561177553,43480,4287,34.8,16.59,22.81,33.47,20.91,27.78,34.93,16.18,0.3110398616251924,0.3950775985513517,1574.0,705500738.51,7376.5940279542565,56.000696822894014,125.0,126813622.0,9464.008,105.00215610176801,1449.0,578687116.51,7196.520358868185,53.00092336103416
92012,121583.0,0.20521865264475636,51972.86759546008,3752,0.06375111375111375,67340,4293,37.33,21.84,27.16,35.96,18.47,26.47,37.36,21.92,1.3934218583380005,0.7029774447815899,2015.0,1210839744.24,9768.215384615385,53.00240054869685,47.0,94623815.0,13360.297872340425,159.99607612320972,1968.0,1116215929.24,9682.428861788618,52.99799379657159
92023,52925.0,-0.001889430525636726,41783.09546086493,780,0.05235730991752493,24371,1276,33.8,16.6,22.92,37.03,20.6,27.4,32.49,14.97,0.32953618907177684,0.30264951095681486,709.0,363552422.43,6938.837799717912,65.00412201154164,232.0,201675954.3,8571.646551724138,100.0,477.0,161876468.13,6144.683438155136,55.004557885141296
92024,63089.0,0.9666319916780131,32669.393611245487,945,0.0660873977294349,31534,2084,33.49,18.66,24.86,36.73,18.05,26.28,33.44,18.67,0.4625204049740011,0.15319508188798142,853.0,309311536.69,7930.846424384526,40.99868593955322,14.0,13832788.0,11037.142857142857,80.0,839.0,295478748.69,7879.013110846246,40.0
92025,86534.0,0.5601264351787316,37089.99501376551,734,0.06194690265486725,38081,2359,32.98,14.55,22.35,35.82,16.42,27.05,31.95,13.87,0.29242798315995033,0.42480651004064746,1249.0,556309284.6,6488.927942353883,60.00342876735814,370.0,298755405.8,8546.81891891892,93.49871255328517,879.0,257553878.8,5622.693970420933,52.0
92026,81558.0,-0.7786077520134271,45079.67067028643,4865,0.08440802063399618,48076,4058,36.67,17.77,23.98,36.42,21.46,28.52,36.68,17.64,0.8454582578846328,0.19955934444611784,1203.0,529901834.75,7622.870324189526,53.99954883825851,34.0,34442739.0,10266.911764705883,102.49788512173703,1169.0,495459095.75,7545.969204448246,53.00018928639031
92040,67981.0,-0.40873132141810986,46599.959986575996,2252,0.05521267723102585,35970,1986,35.07,19.98,25.88,37.58,19.25,26.46,34.9,20.04,1.014336623259021,0.45057536715331625,923.0,485075453.39,8847.49187432286,52.99946149703823,63.0,79117495.0,10966.809523809523,120.99506340141322,860.0,405957958.39,8692.239534883722,50.99888669357878
92044,66082.0,0.4026315389640933,50248.507384124685,1269,0.0764072057915708,35638,2723,38.67,23.03,28.61,38.61,18.7,27.64,38.67,23.08,0.37300880850896734,0.2829183382869812,1155.0,649896570.18,10300.639826839826,49.00113079532605,7.0,8851898.0,11140.57142857143,97.99804003919921,1148.0,641044672.18,10295.518292682927,49.000803130331995
92050,96277.0,-0.5474810705837441,32839.62901551496,820,0.04583120701805545,41151,1886,33.18,15.96,22.49,34.95,20.31,27.71,32.87,15.21,0.8960629380697877,0.4553552786660888,677.0,281085352.36,6220.580502215657,62.99580027998133,169.0,118564680.5,7568.467455621302,91.00282179292381,508.0,162520671.86,5772.169291338582,57.00459200976232
92051,59599.0,-0.5689022355689022,76466.31210813159,2943,0.09421057150216068,34943,3292,43.31,24.72,31.04,39.15,21.38,28.66,43.44,24.83,0.4489124810016414,0.540895542556001,1104.0,1351474998.89,12463.865036231884,79.99849471224678,43.0,208581215.5,18687.74418604651,222.000222000222,1061.0,1142893783.39,12211.624882186616,77.00063680747188
92063,78317.0,0.4244351550278358,50090.76817637292,726,0.06868830494107353,36571,2512,34.16,16.72,23.63,37.09,20.98,28.98,33.25,15.4,0.5993913123604868,0.7270114970005951,1217.0,721783913.48,6894.803615447822,68.00152482607453,343.0,389734754.48,9008.30612244898,115.00193823491408,874.0,332049159.0,6065.362700228833,62.0
93001,88948.0,1.571278490841821,21596.73104911049,180,0.057010038786219484,35064,1999,30.67,14.82,20.52,39.87,14.6,26.54,29.87,14.84,0.30000000000000004,0.1411350118418886,601.0,139748053.52,4714.028286189684,44.998566924620235,59.0,22963818.0,5742.661016949152,71.99822773593266,542.0,116784235.52,4602.055350553505,41.99802612994007
93005,86969.0,0.8008994181599061,25386.51529885962,231,0.04618618807065985,31871,1472,28.41,12.4,18.66,27.82,12.14,19.62,28.85,12.6,0.3778441642348709,0.20483514215930296,788.0,202792931.11,3913.5774111675128,66.99692780976669,451.0,144645050.31,4111.656319290466,78.01032889372112,337.0,58147880.8,3648.492581602374,50.99916736053289
93007,57498.0,0.608923884514434,22991.264133097982,242,0.0451964143239311,21307,963,28.32,12.01,17.82,25.21,11.55,17.79,30.31,12.3,0.32854839908872846,0.08036161481398274,393.0,116094893.72,4139.547073791348,67.00167504187604,240.0,85178218.0,4416.483333333334,79.9904489016237,153.0,30916675.72,3705.1372549019607,54.998141954663694
93008,54363.0,0.16767393867924696,21438.050361259717,146,0.04842425133558791,20403,988,30.76,12.81,18.89,27.22,12.79,20.29,31.65,12.8,0.32827097604439276,0.1920978647908551,268.0,63028852.01,3842.634328358209,61.99308816481522,96.0,30254271.28,4321.458333333333,77.00529875696985,172.0,32774580.73,3575.3837209302324,55.4967015215177
93029,72376.0,0.37027278148358267,23678.659739603227,293,0.06620853706885159,30268,2004,29.35,12.22,18.06,25.22,11.31,17.55,32.0,12.79,0.05,0.06540285872406142,726.0,173426666.66,3990.2300275482094,60.0,364.0,110997501.44,4356.2307692307695,70.9959337428344,362.0,62429165.22,3622.207182320442,49.00381787440089
93031,54611.0,-0.2921253948257263,24073.950947846803,176,0.06322886297376093,21952,1388,30.54,12.47,18.31,26.34,12.86,19.62,31.29,12.4,0.1675073870466857,0.05970118161117073,568.0,112153775.59,3091.262323943662,65.00091810503122,123.0,39005014.7,3995.6991869918697,78.99284127375957,445.0,73148760.89,2841.2719101123594,62.011943040881945
93048,111240.0,1.2063977291336903,29965.10543584048,902,0.053448912557579054,51451,2750,32.79,17.19,22.71,37.46,16.06,24.05,31.8,17.42,0.38,0.620980835334808,1428.0,592715905.76,7131.947478991597,56.50042393768513,288.0,177475731.7,7943.149305555556,80.0,1140.0,415240174.06,6927.012280701754,51.50245674977718
93051,67871.0,-0.37430643219915627,29646.725636595158,340,0.05618575563021856,30061,1689,28.08,12.89,18.08,28.0,13.68,19.51,28.12,12.6,0.3145421486902339,0.19430916709167884,972.0,282248553.85,4502.957818930041,63.004846526655896,251.0,118035991.5,5115.0318725099605,90.99208764455265,721.0,164212562.35,4289.877947295423,56.99249329758713
93055,59846.0,1.330849983068072,27115.572814293784,626,0.04175118946630768,27113,1132,32.48,16.67,22.29,36.55,14.69,26.7,32.28,16.77,0.6170777333000093,0.20587192033066326,690.0,243723498.63,6974.227536231884,44.99871432244793,50.0,34389176.0,8099.82,82.50373250350765,640.0,209334322.63,6886.290625,42.997983194342666
93066,112852.0,0.6789126691705949,24095.878644048487,695,0.06177510899070495,48628,3004,28.06,14.37,19.81,22.73,9.23,16.78,28.52,14.83,0.6274784217922622,0.538022014945214,991.0,229568991.34,4447.242179616549,50.0,99.0,34296496.0,5089.979797979798,69.00076667518528,892.0,195272495.34,4375.9069506726455,47.999183006535944
93070,50697.0,0.053285968028427,29525.044527078833,677,0.10016562523526312,26566,2661,29.85,16.59,22.26,36.08,14.43,26.23,29.53,16.7,0.43056993631396445,0.24543389340012922,649.0,244749387.78,7178.211093990755,48.00365742151783,43.0,27505057.0,8598.860465116279,72.0,606.0,217244330.78,7077.40594059406,46.00141542816702
94017,76990.0,-0.06360414854813534,28233.815657857987,297,0.05483632328463103,32442,1779,29.01,13.96,20.0,28.6,16.16,22.76,29.21,12.91,0.19567718568687006,0.3387567560770024,915.0,285680145.73,4575.16174863388,66.00660066006601,351.0,155164721.66,4995.817663817664,90.00195656427313,564.0,130515424.07,4313.370567375887,58.99549636687246
94028,93246.0,1.0632417493090518,27824.137416674144,347,0.03962173506283345,39549,1567,30.15,12.8,18.54,28.87,17.23,22.46,30.27,12.36,0.2443089173837874,0.26326961804738974,858.0,237893699.0,4184.79020979021,66.00550783555177,110.0,62931390.0,6234.263636363637,88.99497667652699,748.0,174962309.0,3883.3970588235293,63.99911051812319
94033,52008.0,-0.4745866503368057,36364.46534857282,426,0.0640621718126444,23805,1525,33.29,17.37,23.22,38.3,16.43,25.3,31.69,17.67,0.19996924231037128,0.18396213975657896,732.0,358339600.13,7284.120218579235,60.99864884132147,231.0,178953344.1,8744.367965367965,80.0,501.0,179386256.03,6610.832335329342,53.99568034557235
94041,63748.0,0.693424315658131,27773.2897818072,938,0.0560048395313296,31408,1759,33.74,17.27,22.98,35.27,15.69,25.41,33.62,17.4,0.4070398536833489,0.3960117907379964,653.0,192522304.62,5722.903522205207,50.0,54.0,30285519.0,7647.166666666667,75.00386640438859,599.0,162236785.62,5549.430717863105,48.0
94046,56483.0,1.044741408611971,34688.774888485554,744,0.06480828869467155,28376,1839,35.21,14.87,21.56,36.77,16.95,24.36,34.89,14.45,0.1624183367921957,0.198580388228844,815.0,318698527.67,6365.476073619632,57.99648506151142,152.0,105054428.0,7603.993421052632,89.99860726040717,663.0,213644099.67,6081.532428355958,52.00184077312471
94068,74976.0,-0.4276342001115596,42436.82900701608,649,0.07215061239771088,37394,2698,32.25,14.58,21.47,31.98,16.39,24.47,32.41,13.55,0.3043253168693853,0.3132264517782538,1566.0,828119723.6,6907.284163473819,66.00403220659997,562.0,489800017.98,8283.097864768682,104.997476022211,1004.0,338319705.62,6137.157370517928,54.99893027102506
94076,55208.0,0.4439269339931551,28823.990708521556,688,0.062490600090239136,26596,1662,34.74,14.82,21.72,30.17,17.09,23.98,35.82,14.27,0.18013774671977256,0.1,529.0,166158209.18,5784.506616257089,54.99627143922446,109.0,53827355.0,6800.733944954129,69.99823726423409,420.0,112330854.18,5520.771428571428,50.0
94081,95510.0,0.9096768058827864,26009.619046824693,553,0.04838951310861423,40050,1938,31.77,13.69,19.66,28.84,16.8,22.68,32.56,12.84,0.13,0.40400336325657965,777.0,230250531.48,4789.140283140283,60.99213879100027,219.0,98107413.86,5802.671232876713,79.00219298245614,558.0,132143117.62,4391.356630824373,56.99504629474274
95018,111038.0,0.7485505339660525,26732.42008936645,377,0.06862093414871931,45132,3097,28.67,12.5,18.83,28.06,13.04,20.35,28.99,12.21,0.33938587851412694,0.2610184139385,1288.0,325845170.65,3851.3579192546586,64.00787789266371,533.0,181545388.16,4317.545966228893,79.98745294855709,755.0,144299782.49,3522.2476821192054,56.99287589051369
95127,65911.0,-0.6197038690027412,26979.512277291382,829,0.07710469508904479,29648,2286,26.46,11.89,16.55,24.5,14.05,18.39,26.97,11.33,0.5591235796351338,0.743894124479692,841.0,172515863.52,3334.139120095125,63.004846526655896,165.0,55433763.88,3135.6969696969695,104.01298318087932,676.0,117082099.64,3382.5754437869823,56.004246937573434
95585,59196.0,0.654639438200344,22015.869015093955,194,0.058678379312046586,20263,1189,27.03,11.76,16.61,21.66,12.77,16.54,28.22,11.54,0.24644374481333448,0.17313434077848133,374.0,69298068.5,2588.0989304812833,72.49830301324273,109.0,31503388.0,3489.4587155963304,85.99931200550395,265.0,37794680.5,2217.3509433962263,68.0
